"lat","lon","objectid","base","perimeter","area"
31.2309993833,-85.6506347178,65,"Allen Stagefield AL",1.64138338,0.17657484
31.8157331822,-85.6497984957,73,"Louisville Stagefield AL",1.7233805,0.16235675
33.1594636742,-106.425696182,261,"White Sands Missile Range NM",332.13318926,3548.57016437
21.3866284869,-157.905641308,1237,"MCB Camp Smith",2.9318851,0.33124636
21.3621462703,-157.718266082,1238,"MC Trng Area Bellows",9.14424433,1.61154585
42.0917332083,-87.836545042,1375,"Glenview",2.07135695,0.05065759
27.8965304593,-98.0434307225,1555,"ALF Orange",24.10230352,5.29396923
42.7402329675,-115.563336812,1722,"Saylor Creek Air Force Range",57.14622739,171.09737601
29.3567318395,-100.782932919,2449,"Laughlin AFB",12.78352045,6.39610569
39.7066728959,-104.757676168,2517,"Buckley AFB",13.01986607,5.17886
30.0454712012,-85.5513688862,2531,"Tyndall AFB",118.35630097,45.24040184
32.9398358551,-88.5791426256,2574,"Columbus Auxiliary Airfield",6.76446487,1.41000299
31.4321781557,-100.404389232,2577,"Goodfellow AFB",5.71761646,1.68714349
61.2656445617,-149.641025468,2636,"Fort Richardson",78.52652418,93.34278088
64.3175377667,-146.646980929,2669,"Birch Lake Recreation Annex",2.03649307,0.07970144
38.1779889015,-85.7237952525,2829,"Louisville IAP-Standiford FL Site 1",1.52012828,0.11845742
29.3820160313,-98.5645372905,2952,"Kelly AFB",13.83437218,2.93206231
34.9000362492,-92.3068019391,3056,"NG Camp Joseph T Robinson",37.22093134,51.75645043
41.0800682176,-96.3363620056,3547,"NG Camp Ashland",7.23770611,1.63072717
39.4547971565,-79.6692506335,4970,"NG Volkstone",5.72896578,0.78777573
32.7000190451,-117.207088939,5594,"NAVBASE Coronado",8.97992621,4.33722524
47.9486816236,-97.0860532381,5803,"Grand Forks Defense Fuel Support Point",0.51556692,0.01757549
32.26208341,-106.075404444,5952,"Fort Bliss",347.08012434,1742.55128279
48.1997770937,-121.925681299,6167,"Jim Creek",15.1572205,7.53465988
38.3171489216,-104.33242089,106,"Pueblo Chemical Depot",25.51299597,35.66381945
33.1053210003,-114.213605815,262,"Yuma Proving Ground",267.52640853,1307.98611024
35.3743268559,-116.633388332,634,"NTC and Fort Irwin",168.38341803,1180.20496212
38.5411518559,-118.654781649,658,"Hawthorne Army Depot",152.4509978,228.24335083
39.0968504854,-94.2501544756,667,"Lake City AAP",11.02776385,6.76156222
35.0110394592,-76.4580795598,1108,"Point of Marsh Target",50.4921902,18.61748255
34.8595418908,-116.94453311,1138,"MCLB Barstow",13.30399099,5.91717573
36.8137764139,-76.0309744664,1299,"NAS Oceana VA",14.05080616,8.29236824
41.1180005456,-95.9064350192,1763,"Offut AFB",11.89015959,3.27800877
48.7245309314,-97.9030701569,1792,"Cavalier Asn",2.79210683,0.41544057
42.937170491,-71.6412530372,2521,"New Boston Air Station",9.25955043,4.51049368
45.5783794843,-122.595521925,2858,"Portland IAP ANG",2.77056327,0.3463822
38.5414818076,-89.8537036559,2927,"Scott AFB",13.67213131,4.53168279
35.6982004144,-95.1672665598,3323,"NG Camp Gruber",38.68109414,52.31582472
41.1935295586,-96.4384536797,3546,"NG Mead TS/FMS 06/Utes 02",6.08187224,1.86137173
40.5459251377,-98.2756208599,3548,"NG Greenlief TS/UTES 01",10.01845917,5.14415871
32.5228718308,-111.333461822,3767,"NG Silver Bell Army Heliport",2.14916014,0.25022128
30.3233531244,-89.8085256308,3808,"NG Camp Villere",6.40481827,2.3082715
40.9793982663,-80.3247870434,4768,"NG New Castle Readiness Center/FMS 9",0.37172742,0.0092156
32.8550925586,-97.3503623315,4906,"NG Saginaw",2.89218953,0.2304504
47.552709639,-122.681322245,4947,"NG Bremerton",1.4761594,0.12644353
39.2058446774,-118.232177679,5488,"Target B-17",38.12624532,85.3415596
32.7116634719,-116.518554891,5598,"Camp Morena",1.32714872,0.09427915
38.9886655979,-76.4943484486,5702,"Upper Yard Annapolis",2.80787407,0.25335599
28.2458871657,-98.724210101,6007,"Yankee Target Range",8.327782,4.60186446
33.3566628083,-82.2372795186,46,"Fort Gordon",49.52881821,86.73309413
35.0301022844,-79.4816241675,582,"Camp Mackall",23.49752201,12.45540982
32.484834871,-80.7071873496,1083,"MCAS Beaufort",54.03658199,11.89888126
36.816475644,-76.2994222614,1284,"NAVSUPPACT Norfolk NSY",4.439523,0.72651883
36.9022639632,-76.3023442266,1293,"Lafayette Rvr Complex",0.70323455,0.03096726
47.7233921483,-122.714839767,1484,"Bangor WA",17.15905357,11.39643406
30.6490705509,-86.5276912145,1665,"Eglin Air Force Auxiliary Field 3 Duke Fld",8.31817313,3.04210819
39.8174211612,-84.0507057402,1700,"Wright-Patt AFB",14.60653863,8.1629264
29.38670604,-98.6180831793,2585,"Lackland AFB",13.39987668,4.13361456
38.160004736,-89.7239409546,2963,"NG Sparta Armory",13.35758693,4.11467525
36.7939679589,-94.3642921962,3085,"NG MTA Camp Crowder Neosho",17.96236907,6.71082639
40.4394550384,-78.4147910881,3286,"NG Hollidaysburg Readiness Center",0.93422328,0.03497157
31.3776577083,-92.3866852494,3529,"NG Camp Beauregard",7.36266735,1.12165463
46.608471557,-111.971041404,3930,"NG Helena Aviation RC- AASF- C12",1.25925768,0.09363348
42.7681480625,-84.5713082578,3947,"NG Lansing Joint Forces Readiness Center",1.27272813,0.09081836
41.54343955,-83.0221332784,4022,"NG Camp Perry Joint Training Center",7.49106579,0.80303791
35.5035184926,-97.4701679958,4626,"NG Oklahoma Military Department",1.75144767,0.08793367
38.785720474,-97.6388622613,5143,"NG Salina KS Training Center",3.26458622,0.08301531
35.1875402981,-111.741594825,5451,"NAVOBSSTA Flagstaff AZ",4.23170158,0.44851887
39.3394330115,-118.880780116,5487,"Target B-16",42.94972842,43.30089688
30.3910783123,-87.6313191791,5547,"Barin Field",9.4056082,1.32276048
32.7486743431,-117.197008871,5636,"Old Town Site 1",1.59270899,0.07365039
32.7136561362,-117.172024897,5651,"Broadway Complex",0.68642006,0.02393591
32.8048190699,-117.093958022,5660,"Mission Gorge Rec Area",4.94075137,0.70028492
40.0256494173,-74.5801329664,5936,"McGuire",12.06451918,4.9862457
35.3427908944,-89.8597481799,5982,"Northside Mid-South",4.78180649,0.64515194
35.0872036174,-90.1390498645,5983,"NSWC Carderock Div",1.4049036,0.10019131
36.6032534708,-121.912105279,105,"Presidio of Monterey",4.35133598,0.61037804
36.9215240082,-76.322723548,1318,"Fire Fighters School",0.57708348,0.01915213
35.3646392145,-86.0796716743,1643,"Arnold",70.91531259,60.76822985
30.394460792,-86.7427418884,1652,"Eglin AFB Site 2 Santa Rosa Island",33.25063043,4.97793308
33.7961254892,-80.4817960181,1783,"Poinsett Range",22.01892042,19.57179064
38.7299115089,-93.5553845227,2230,"Whiteman AFB",17.77861534,8.20858883
43.1132212142,-78.9500571676,2522,"Niagara Falls",7.01311971,0.98617091
48.4515209628,-117.373850327,2546,"Cusick Survival Training Site",1.93270688,0.11752687
43.1306561021,-89.3361064283,2892,"Truax ANGB",2.78801687,0.23109196
29.6160801417,-95.1704814148,2937,"Ellington Field",3.34216296,0.33317385
40.841020615,-96.7538721771,2946,"Lincoln Map",2.00348056,0.17831156
29.4595308379,-98.4407138221,2948,"JBSA Sam Houston",16.5269834,4.24911492
39.6614390075,-81.8394982857,4091,"NG McConnelsville Training Site",5.21173618,0.70097498
45.5390766509,-94.0557892236,4540,"NG St Cloud AASF",1.13403848,0.08370848
36.8161399548,-75.9791524396,4833,"NG Camp Pendleton SMR",4.09268468,0.47905218
35.5981462433,-88.9129589106,4870,"NG Jackson Airport Armory",1.2570883,0.10038864
27.7013359207,-97.4363492634,5463,"ALF Cabaniss",7.43584124,1.48044362
33.2479609439,-119.506113048,5684,"San Nicolas Island",24.33274484,27.21652316
30.7137475905,-87.0201884489,6238,"NAS Whiting Field Milton FL",23.80991105,7.13505673
45.8426458207,-119.437655677,95,"Umatilla Chemical Depot",22.91816047,30.99643263
39.9796100871,-82.8985258467,571,"Defense Supply Center Columbus",3.93089208,0.90371811
42.6609659498,-82.8128744872,934,"US Army Garrison Selfridge",1.59094962,0.16074377
19.9692428627,-155.719658833,1011,"Pupukea Paalaa Uka Mil Road",19.34411399,20.71375137
32.337579472,-80.69617786,1137,"MCRD Beaufort",21.15272895,12.92052491
38.5203611824,-77.3647271918,1173,"Marine Corps Museum",1.77670081,0.15763888
39.8917550243,-75.1787438843,1314,"Det Phil Pny Annex",6.95737755,0.41201864
41.535278318,-71.3096354954,1355,"Naval Station Newport RI",27.72772266,1.43731762
40.4970086744,-113.563257825,1676,"Utah Test and Training Range South UT",156.94185586,900.7713739
41.128082376,-111.991247141,1693,"Hill AFB",17.92093484,10.33916226
41.2673838021,-80.6786812118,1802,"Youngstown",5.60290996,0.49828417
38.2645314897,-121.942797537,2495,"Travis AFB",17.1767098,7.82631612
38.9991596818,-104.999644284,2497,"The Farish Memorial Recreational Annex",6.19944523,1.05409456
40.6539758948,-86.1518428016,2503,"Grissom ARB",13.56951794,2.16776358
37.4989475163,-122.498033406,2513,"Pillar Point AFS",1.93371248,0.09906553
32.3830076533,-86.356311322,2567,"Maxwell AFB",9.61208808,3.63838956
64.6741086836,-147.060214201,2675,"Eielson AFB",41.45166079,31.00252335
40.8369889702,-72.6434132546,2804,"Francis S Gabreski Airport",1.55114703,0.12961243
41.5969299432,-71.4184961614,2859,"Quonset State Airport",2.24476347,0.16253112
40.0892143305,-83.0674428948,3244,"NG Beightler Armory",0.65483308,0.02723424
38.9545040967,-79.9791154099,4702,"NG Elkins AFRC",2.17287439,0.2282298
36.0173819633,-115.200674517,4726,"NG Anthony Cometa Complex",1.66111534,0.09003115
44.4996364569,-73.1646298114,5011,"NG TS Camp Johnson",1.53965644,0.0958901
32.6678869196,-117.157059858,5595,"Amphib Base Coronado East",5.52341556,0.77466416
33.3401617984,-116.68138499,5605,"Warner Springs Rts",23.25084967,9.52447707
40.2073636557,-77.1688037409,5944,"Carlisle Barracks",5.1381422,0.65458851
38.822867706,-104.696062064,5998,"Peterson AFB",12.59961731,2.15761494
40.5270428347,-112.411357721,6005,"Tooele Army Depot",35.20739677,39.68713188
36.596494345,-87.599046902,13,"Fort Campbell TN",53.88963469,105.59174084
38.8778215838,-77.0690379263,14,"Arlington National Cemetery",5.87883889,0.9728508
44.0335308735,-90.6765636531,62,"Fort McCoy",66.12012551,93.26753841
38.8671698257,-77.016494005,96,"Fort Lesley J McNair",1.94102298,0.16844624
21.5359637869,-158.019432628,170,"Helemano Military Reservation",2.83538388,0.44207169
21.4768147455,-158.052424245,171,"USA Field Station Kunia",0.94787148,0.0492424
34.461945779,-116.210925972,1148,"Twentynine Palms",186.65165961,1190.21534002
38.5520544383,-77.4571616476,1174,"MCB Quantico",71.75051871,92.07653203
36.7879489259,-76.3101638082,1290,"St Juliens Creek East",2.88709126,0.46936446
36.8663757991,-76.3318847593,1349,"Elizabeth Rvr Channel",1.06628139,0.05748192
38.8740586335,-76.9950963249,1406,"Naval Support Activity Wash",1.43172825,0.11862644
30.1726207717,-85.7522787123,1529,"Naval Support Activity Panama City",7.04826222,1.0245731
36.2384449698,-115.135834801,1709,"Nellis Annex",0.64412064,0.02516764
38.8051681105,-76.8744692983,2454,"JB Andrews",10.6363054,6.87972183
38.8058114757,-104.519907537,2524,"Schriever AFB",11.66857618,8.47225658
32.9127968927,-79.983267572,2555,"Charleston Defense Fuel Support Point",1.37824709,0.06946084
33.2559459604,-79.9889000764,2557,"Joint Base Charleston Short Stay",2.12930988,0.09612861
32.4070003775,-86.2462388765,2564,"Maxwell AFB Gunter Annex",6.02781658,0.59023271
45.0843936284,-83.5700561745,2769,"Alpena County Regional Airport",5.81985922,0.85512122
38.9609025845,-95.681207501,2787,"Forbes Field ANG",2.61955479,0.27333547
42.1604107875,-121.744216355,2826,"Kingsley Field Cantonement Site 1",3.28800642,0.24886542
36.1109974019,-86.6749742271,2852,"Nashville IAP",1.5909501,0.13740321
32.778187703,-97.458544842,3461,"NG Fort Worth - Shoreview",1.80601272,0.12970376
39.0513458097,-85.5247386919,3855,"NG Muscatatuck Urban Training Center",6.72174385,1.50150396
46.626145715,-112.146444058,3927,"NG MTA Ft Wm Henry Harrison",21.55054196,10.25194574
42.5489411722,-71.584497782,3940,"NG Ayer",1.38868892,0.10220823
39.6732925118,-92.5020276292,4237,"NG Macon TS",22.09688508,4.80757307
36.4213309591,-82.4887633022,4355,"NG Johnson City Gray",1.6389087,0.16765596
35.6603704603,-95.3735309528,4534,"NG Muskogee AFRC",1.45846706,0.09100438
37.0367527263,-77.9093172808,4959,"NG Fort Pickett ARNG MTC",64.16128108,64.30688439
30.5064032466,-86.9567087641,5550,"NOLF Choctaw",7.86917189,2.26449666
31.4156644398,-87.0439393588,5551,"NOLF Evergreen",6.50657585,0.69424386
35.9342694303,-117.643911309,5742,"NAWS China Lake",178.29976752,957.46719228
31.2156853581,-97.7370319242,5787,"Fort Hood",160.74338152,342.69549145
33.922334237,-84.5270544482,5974,"Air Force Plant 6",7.6527283,1.18394937
30.7934587256,-81.5333259382,6001,"Subase Kings Bay GA",25.59655739,22.11571068
39.4222968339,-118.704557143,6060,"NAS Fallon NV",22.06630679,13.30250948
20.0318843522,-155.829966763,177,"Kawaihae Mil Reserve",2.68212787,0.03805322
38.7084767137,-77.1565160328,601,"Fort Belvoir",28.7203872,13.00441116
38.8411900749,-86.8124514998,1383,"Naval Support Activity Crane",66.85914639,96.85457877
35.4191853794,-97.3929293521,1697,"Tinker AFB",18.41947701,6.94229693
44.1331953443,-103.090999951,1820,"Ellsworth AFB Site 2",9.40315679,2.00127812
25.4944981242,-80.3914944068,2518,"Homestead ARB",13.02372709,4.60854128
29.3687556968,-98.6650123488,2584,"Lackland Training Annex",10.01285806,6.20617017
64.768242806,-146.889492296,2663,"Yukon Weapons Range",27.83782608,34.78530348
30.4863923135,-81.7054402836,2819,"Jacksonville IAP",3.48761262,0.53484249
40.8116650292,-82.5179560357,2836,"Site 1 Cantonement Area",2.29287661,0.11022888
39.3317978625,-76.4150756624,2837,"Martin State Airport",2.79530963,0.27366956
40.7896351662,-111.956659778,2871,"Salt Lake City IAP",2.10467974,0.21874313
30.2011201324,-91.1289504931,3367,"NG Carville Gillis Long Center",3.02134805,0.55599906
37.2532754828,-93.3909578934,3434,"NG Springfield AVCRAD (New)",1.69441782,0.16758983
61.6030503345,-149.37484979,3464,"NG Alcantra Armory Complex",3.02871493,0.50008399
44.714336076,-123.270695898,3891,"NG Camp Adair Corvallis",3.53887273,0.82438456
21.3189917251,-158.062484829,5115,"NG Kalaeloa",3.28122554,0.27013821
21.3735152684,-157.937987691,5398,"Aiea",4.24991052,0.18263595
21.3388777428,-157.995139279,5405,"Ewa",15.95191438,4.88214868
36.243764679,-119.883529044,5535,"Sewage Evaporation Pond",3.59413662,0.67341027
30.9725276772,-83.1646930406,5940,"Moody AFB",23.41130784,16.82885422
31.122537386,-85.9790965172,81,"Tac X Stagefield AL",1.68250287,0.07945462
47.0544740533,-122.552700903,92,"Fort Lewis",119.6952361,108.72802238
32.0096565094,-81.1535601851,657,"Hunter Army Airfield",13.99191536,8.46658284
48.1237034582,-122.171056043,1488,"Marysville WA",1.12290828,0.08140462
29.1183865271,-100.47229345,2450,"Laughlin AFB Aux 1",4.00040491,0.62588742
32.9629279333,-79.9635724771,2556,"Joint Base Charleston Naval Weapons Station",77.84501672,26.43353981
33.538406301,-112.321762273,2600,"Luke Waste Annex",0.93154291,0.05695777
47.4765456036,-111.364979591,2811,"Great Falls IAP",2.26656673,0.20885517
46.913722408,-96.8044644308,2817,"Hector IAP",3.62269995,0.39879297
41.501405282,-74.0843453548,2890,"Stewart IAP",2.74601337,0.40548721
44.4744278549,-73.1478968168,2934,"Burlington IAP",4.0860007,0.38757946
29.8846193966,-98.2193812601,2954,"Canyon Lake Recreation Annex",3.21804597,0.59896811
41.81021516,-93.7813025881,3233,"NG Camp Dodge Johnston TS",213.55074251,51.6553432
40.4359467182,-76.6296904585,3415,"NG Fort Indiantown Gap",41.43605759,26.99192652
32.8648656985,-98.0295707976,3677,"NG Fort Wolters",20.80763387,6.38768009
31.4394196846,-92.2955559116,3936,"NG Beauregard Training Range",23.45963311,19.71133424
35.3391521049,-120.703075007,4051,"NG ITC Camp San Luis Obisbo",23.21851592,8.83557913
44.4717265822,-72.896538843,4497,"NG TS Ethan Allen Range",18.73483696,17.30767006
30.4161868882,-89.062874432,4593,"NG Gulfport AVCRAD",1.6492658,0.1044845
30.2616699455,-97.2945537016,4657,"NG Camp Swift",20.24228567,18.31649555
38.8448751542,-77.0147335466,5397,"JBAB Anacostia Bolling",8.67190951,1.46695792
21.3462993357,-157.922047733,5410,"Honolulu",9.71707007,1.51992913
29.8313631946,-90.0208667897,5508,"NAS JRB New Orleans LA",12.46143426,5.26857311
30.6253166375,-87.1398275231,5558,"NOLF Spencer",3.89280542,0.99083217
28.4282639805,-80.588426762,5587,"NOTU Cape Canaveral",10.39312384,3.68880921
45.72074181,-119.687435193,5980,"NAVWPNSYSTRAFAC Boardman",39.25145027,73.91080678
47.9883156828,-122.223175004,6064,"NAVSTA Everett WA",3.80854233,0.33639769
48.3386378202,-122.661500903,6200,"NAS Whidbey Island WA",17.15318918,6.51215007
33.6531336371,-85.9692368218,11,"Anniston Army Depot",23.96588335,24.34134505
38.5587412041,-104.826768506,43,"Fort Carson",70.91682378,215.5272868
37.1870774617,-80.5424873564,687,"Radford AAP",20.31060637,6.29488563
33.3119495462,-115.309239233,1163,"Choc Mt Air Gnry Rng",173.00820453,716.16304686
21.3835443747,-157.971379541,1234,"Pearl City Annex",0.90949865,0.04127455
37.2159079687,-76.4860419602,1295,"Yorktown Fuel Depot",1.9129514,0.22694957
40.422044168,-74.0704353876,1309,"Waterfront",2.72277215,0.15382455
35.3479024962,-77.962577717,1788,"Seymour Johnson AFB",12.63219333,5.04956187
42.1990993962,-72.5364984149,2508,"Westover ARB",11.89019596,3.73008144
52.721036906,174.107140074,2676,"Eareckson AS",16.96804743,5.45947725
41.1620252547,-104.821289643,2785,"Cheyenne Regional Airport",1.61995915,0.10400657
35.3414611154,-94.3704265035,2795,"Fort Smith Map",1.74866712,0.18078243
35.025497959,-89.966549951,2840,"Memphis IAP",1.97503922,0.18570996
39.8490796654,-83.8354791953,2889,"Springfield Beckley",2.73583697,0.20672733
33.5710203144,-86.7541411026,2932,"Birmingham Airport",4.14696304,0.21035001
35.1948003007,-111.850594633,3277,"NG Camp Navajo",29.45875719,44.22871071
25.9624299881,-80.3047964814,3714,"NG HMO3 (Snake Creek TS)",2.99821052,0.49819885
42.2994261787,-85.3177166165,4154,"NG CTC Fort Custer Trng Center",17.68327225,11.7231836
44.0731899378,-103.30683687,5323,"NG West Camp",5.04249235,1.19445672
